model_name,epoch,train_loss,val_loss,train_mae,val_mae,trial,learning_rate,max_depth,max_leaf_nodes,min_samples_leaf,l2_regularization,iterations,val_rmse
mlp,37.0,5779094.5,4131057.25,1972.9298095703125,1786.2886962890625,,,,,,,,
mlp,38.0,5737611.5,4094032.75,1962.308349609375,1775.6099853515625,,,,,,,,
mlp,39.0,5694718.5,4055744.75,1951.274169921875,1764.486083984375,,,,,,,,
mlp,40.0,5650425.0,4016198.25,1939.81201171875,1752.9090576171875,,,,,,,,
mlp,41.0,5604729.0,3975382.5,1927.9244384765625,1740.875,,,,,,,,
mlp,42.0,5557650.0,3933312.5,1915.614990234375,1728.44482421875,,,,,,,,
mlp,43.0,5509190.5,3890005.25,1902.855712890625,1715.537353515625,,,,,,,,
mlp,44.0,5459373.0,3845470.75,1889.6707763671875,1702.1427001953125,,,,,,,,
mlp,45.0,5408211.5,3799723.25,1876.0391845703125,1688.2652587890625,,,,,,,,
mlp,46.0,5355730.0,3752797.75,1861.9454345703125,1673.9791259765625,,,,,,,,
mlp,47.0,5301936.5,3704707.5,1847.359619140625,1659.2275390625,,,,,,,,
mlp,48.0,5246868.5,3655478.5,1832.2896728515625,1644.0208740234375,,,,,,,,
mlp,49.0,5190569.5,3605156.25,1816.843017578125,1628.298828125,,,,,,,,
mlp,50.0,5133067.5,3553753.75,1800.984619140625,1612.1080322265625,,,,,,,,
mlp,51.0,5074388.0,3501315.25,1784.6038818359375,1595.4267578125,,,,,,,,
mlp,52.0,5014582.0,3447879.0,1767.694580078125,1578.2083740234375,,,,,,,,
mlp,53.0,4953692.5,3393497.5,1750.2470703125,1560.5413818359375,,,,,,,,
mlp,54.0,4891765.0,3338202.5,1732.275634765625,1542.320068359375,,,,,,,,
mlp,55.0,4828875.0,3282056.0,1713.81201171875,1523.5439453125,,,,,,,,
mlp,56.0,4765069.5,3225110.0,1694.911865234375,1504.201171875,,,,,,,,
mlp,57.0,4700403.0,3167467.5,1675.5738525390625,1484.2960205078125,,,,,,,,
mlp,58.0,4634941.0,3109184.75,1655.7757568359375,1463.9334716796875,,,,,,,,
mlp,59.0,4568773.5,3050321.75,1635.559326171875,1443.145263671875,,,,,,,,
mlp,60.0,4501963.0,2990963.0,1614.8048095703125,1422.0946044921875,,,,,,,,
mlp,61.0,4434602.5,2931150.5,1593.579833984375,1400.4815673828125,,,,,,,,
mlp,62.0,4366744.5,2870958.0,1571.9390869140625,1378.28369140625,,,,,,,,
mlp,63.0,4298480.5,2810519.75,1549.9112548828125,1355.572509765625,,,,,,,,
mlp,64.0,4229923.5,2749904.0,1527.7469482421875,1332.567626953125,,,,,,,,
mlp,65.0,4161172.75,2689204.25,1505.5054931640625,1309.4161376953125,,,,,,,,
mlp,66.0,4092340.75,2628540.75,1483.11279296875,1286.2047119140625,,,,,,,,
mlp,67.0,4023530.25,2568011.75,1460.459716796875,1262.57275390625,,,,,,,,
mlp,68.0,3954862.0,2507740.75,1437.6036376953125,1238.7032470703125,,,,,,,,
mlp,69.0,3886457.0,2447834.5,1414.869140625,1214.956298828125,,,,,,,,
mlp,70.0,3818475.5,2388423.0,1392.159912109375,1191.250732421875,,,,,,,,
mlp,71.0,3751079.75,2329633.25,1369.9334716796875,1167.4903564453125,,,,,,,,
mlp,72.0,3684356.25,2271575.5,1347.9007568359375,1144.2818603515625,,,,,,,,
mlp,73.0,3618432.25,2214405.75,1326.0445556640625,1121.3118896484375,,,,,,,,
mlp,74.0,3553469.5,2158302.0,1304.4647216796875,1099.029296875,,,,,,,,
mlp,75.0,3489616.75,2103438.25,1283.3560791015625,1077.5303955078125,,,,,,,,
mlp,76.0,3426961.75,2049946.125,1262.7183837890625,1056.844482421875,,,,,,,,
mlp,77.0,3365666.5,1997991.625,1242.5596923828125,1036.7288818359375,,,,,,,,
mlp,78.0,3305867.5,1947677.625,1223.345703125,1017.1063232421875,,,,,,,,
mlp,79.0,3247860.5,1899274.25,1205.3817138671875,998.6246948242188,,,,,,,,
mlp,80.0,3191814.0,1852903.625,1188.51123046875,981.1859130859375,,,,,,,,
mlp,81.0,3137893.25,1808723.875,1172.8533935546875,965.1141967773438,,,,,,,,
mlp,82.0,3086448.75,1767135.75,1158.490478515625,950.4471435546875,,,,,,,,
mlp,83.0,3037865.0,1728488.5,1145.057373046875,937.466796875,,,,,,,,
mlp,84.0,2991996.0,1692617.0,1132.548583984375,925.4788208007812,,,,,,,,
mlp,85.0,2949515.25,1660135.25,1121.34716796875,915.119140625,,,,,,,,
mlp,86.0,2916348.0,1635399.875,1112.497802734375,906.9620361328125,,,,,,,,
mlp,87.0,2885601.0,1612872.875,1104.333740234375,899.630126953125,,,,,,,,
mlp,88.0,2857431.75,1592678.75,1096.961669921875,892.9680786132812,,,,,,,,
mlp,89.0,2831445.25,1574506.625,1090.1380615234375,887.1210327148438,,,,,,,,
mlp,90.0,2807935.25,1558303.375,1083.8955078125,882.3020629882812,,,,,,,,
mlp,91.0,2786389.75,1543788.5,1078.1123046875,877.9842529296875,,,,,,,,
mlp,92.0,2766208.0,1530396.5,1072.6910400390625,873.8690795898438,,,,,,,,
mlp,93.0,2747106.5,1517989.75,1067.6292724609375,870.079833984375,,,,,,,,
mlp,94.0,2729183.25,1506558.375,1062.85595703125,866.6497192382812,,,,,,,,
mlp,95.0,2712172.75,1495947.375,1058.356201171875,863.4053344726562,,,,,,,,
mlp,96.0,2696003.0,1486095.5,1054.0615234375,860.3558349609375,,,,,,,,
mlp,97.0,2680661.5,1476954.875,1049.9874267578125,857.5807495117188,,,,,,,,
mlp,98.0,2666041.5,1468415.5,1046.1319580078125,854.953857421875,,,,,,,,
mlp,99.0,2652107.0,1460431.0,1042.475830078125,852.437255859375,,,,,,,,
mlp,100.0,2638810.5,1452997.875,1038.9793701171875,850.0512084960938,,,,,,,,
hgbr,,,,,731.1351640047716,1.0,0.03,3.0,15.0,10.0,0.0,37.0,992.3611783631462
hgbr,,,,,742.3425495333789,2.0,0.05,3.0,15.0,10.0,0.1,35.0,1009.3035462095964
hgbr,,,,,800.2916792106938,3.0,0.05,4.0,31.0,8.0,0.0,30.0,1071.7186184787424
hgbr,,,,,753.8223696519595,4.0,0.08,3.0,31.0,5.0,0.1,32.0,1023.127627955488
hgbr,,,,,833.9872510512573,5.0,0.1,,15.0,5.0,0.0,28.0,1129.2532567725643
